     0,     22.35790896,     -7.75735770,     -0.30354062,     23.01583219,     -5.85857122,     -0.30354062,     23.01583219,     -5.85857122,     -2.26935579,     22.35790896,     -7.75735770,     -2.26935579,     26.38064027,     -9.15122079,     -0.30354062,     27.03856350,     -7.25243430,     -0.30354062,     27.03856350,     -7.25243430,     -2.26935579,     26.38064027,     -9.15122079,     -2.26935579,     22.35790896,     -7.75735770,     -0.30354062,     23.01583219,     -5.85857122,     -0.30354062,     23.01583219,     -5.85857122,     -2.26935579,     22.35790896,     -7.75735770,     -2.26935579,     26.38064027,     -9.15122079,     -0.30354062,     27.03856350,     -7.25243430,     -0.30354062,     27.03856350,     -7.25243430,     -2.26935579,     26.38064027,     -9.15122079,     -2.26935579
     1,     22.32749364,     -8.36437863,     -0.28636169,     22.79356550,     -6.40963309,     -0.28636169,     22.79356550,     -6.40963309,     -2.25217686,     22.32749364,     -8.36437863,     -2.25217686,     26.46877868,     -9.35178922,     -0.28636169,     26.93485055,     -7.39704368,     -0.28636169,     26.93485055,     -7.39704368,     -2.25217686,     26.46877868,     -9.35178922,     -2.25217686,     22.16198840,     -7.95641797,     -0.29254978,     22.84175452,     -6.06534126,     -0.29254978,     22.84175452,     -6.06534126,     -2.25836495,     22.16198840,     -7.95641797,     -2.25836495,     26.16838593,     -9.39655696,     -0.29254978,     26.84815205,     -7.50548026,     -0.29254978,     26.84815205,     -7.50548026,     -2.25836495,     26.16838593,     -9.39655696,     -2.25836495
     2,     22.27675264,     -8.98043124,     -0.44932686,     22.32468458,     -6.97146245,     -0.44932686,     22.32468458,     -6.97146245,     -2.41514203,     22.27675264,     -8.98043124,     -2.41514203,     26.53291401,     -9.08197891,     -0.44932686,     26.58084595,     -7.07301011,     -0.44932686,     26.58084595,     -7.07301011,     -2.41514203,     26.53291401,     -9.08197891,     -2.41514203,     21.96845264,     -8.12312031,     -0.27970497,     22.65760191,     -6.23544280,     -0.27970497,     22.65760191,     -6.23544280,     -2.24552014,     21.96845264,     -8.12312031,     -2.24552014,     25.96764870,     -9.58313825,     -0.27970497,     26.65679797,     -7.69546075,     -0.27970497,     26.65679797,     -7.69546075,     -2.24552014,     25.96764870,     -9.58313825,     -2.24552014
     3,     22.06841470,     -9.16822211,     -0.42894497,     22.08939641,     -7.15879113,     -0.42894497,     22.08939641,     -7.15879113,     -2.39476014,     22.06841470,     -9.16822211,     -2.39476014,     26.32555524,     -9.21267355,     -0.42894497,     26.34653695,     -7.20324257,     -0.42894497,     26.34653695,     -7.20324257,     -2.39476014,     26.32555524,     -9.21267355,     -2.39476014,     21.80368432,     -8.38397428,     -0.28197488,     22.50975371,     -6.50256016,     -0.28197488,     22.50975371,     -6.50256016,     -2.24779004,     21.80368432,     -8.38397428,     -2.24779004,     25.78961089,     -9.87983887,     -0.28197488,     26.49568029,     -7.99842474,     -0.28197488,     26.49568029,     -7.99842474,     -2.24779004,     25.78961089,     -9.87983887,     -2.24779004
     4,     21.79910794,     -9.42756319,     -0.36694367,     21.79965182,     -7.41802275,     -0.36694367,     21.79965182,     -7.41802275,     -2.33275884,     21.79910794,     -9.42756319,     -2.33275884,     26.05648039,     -9.42871544,     -0.36694367,     26.05702427,     -7.41917499,     -0.36694367,     26.05702427,     -7.41917499,     -2.33275884,     26.05648039,     -9.42871544,     -2.33275884,     21.55688438,     -8.62495303,     -0.28315982,     22.28470732,     -6.75184683,     -0.28315982,     22.28470732,     -6.75184683,     -2.24897499,     21.55688438,     -8.62495303,     -2.24897499,     25.52520996,    -10.16690426,     -0.28315982,     26.25303290,     -8.29379805,     -0.28315982,     26.25303290,     -8.29379805,     -2.24897499,     25.52520996,    -10.16690426,     -2.24897499
     5,     21.64896251,     -9.55332640,     -0.35552989,     21.63866512,     -7.54381226,     -0.35552989,     21.63866512,     -7.54381226,     -2.32134505,     21.64896251,     -9.55332640,     -2.32134505,     25.90627922,     -9.53151055,     -0.35552989,     25.89598183,     -7.52199641,     -0.35552989,     25.89598183,     -7.52199641,     -2.32134505,     25.90627922,     -9.53151055,     -2.32134505,     21.36897586,     -8.77314306,     -0.26753495,     22.10887953,     -6.90477595,     -0.26753495,     22.10887953,     -6.90477595,     -2.23335012,     21.36897586,     -8.77314306,     -2.23335012,     25.32726130,    -10.34068826,     -0.26753495,     26.06716496,     -8.47232115,     -0.26753495,     26.06716496,     -8.47232115,     -2.23335012,     25.32726130,    -10.34068826,     -2.23335012
     6,     21.35846464,     -9.87179780,     -0.36180982,     21.31608941,     -7.86270412,     -0.36180982,     21.31608941,     -7.86270412,     -2.32762498,     21.35846464,     -9.87179780,     -2.32762498,     25.61489059,     -9.78202248,     -0.36180982,     25.57251536,     -7.77292879,     -0.36180982,     25.57251536,     -7.77292879,     -2.32762498,     25.61489059,     -9.78202248,     -2.32762498,     21.04813482,     -8.95514418,     -0.27043025,     21.80562304,     -7.09383692,     -0.27043025,     21.80562304,     -7.09383692,     -2.23624542,     21.04813482,     -8.95514418,     -2.23624542,     24.99146338,    -10.55994367,     -0.27043025,     25.74895160,     -8.69863641,     -0.27043025,     25.74895160,     -8.69863641,     -2.23624542,     24.99146338,    -10.55994367,     -2.23624542
     7,     21.09014040,    -10.06706061,     -0.33437161,     21.08293084,     -8.05753302,     -0.33437161,     21.08293084,     -8.05753302,     -2.30018678,     21.09014040,    -10.06706061,     -2.30018678,     25.34748561,    -10.05178659,     -0.33437161,     25.34027605,     -8.04225900,     -0.33437161,     25.34027605,     -8.04225900,     -2.30018678,     25.34748561,    -10.05178659,     -2.30018678,     20.75834717,     -9.25066352,     -0.27182404,     21.53541765,     -7.39744617,     -0.27182404,     21.53541765,     -7.39744617,     -2.23763921,     20.75834717,     -9.25066352,     -2.23763921,     24.68453662,    -10.89694961,     -0.27182404,     25.46160711,     -9.04373225,     -0.27182404,     25.46160711,     -9.04373225,     -2.23763921,     24.68453662,    -10.89694961,     -2.23763921
     8,     20.59271117,    -10.19137043,     -0.34435307,     20.84699807,     -8.19798355,     -0.34435307,     20.84699807,     -8.19798355,     -2.31016823,     20.59271117,    -10.19137043,     -2.31016823,     24.81586100,    -10.73009762,     -0.34435307,     25.07014791,     -8.73671073,     -0.34435307,     25.07014791,     -8.73671073,     -2.31016823,     24.81586100,    -10.73009762,     -2.31016823,     20.58749466,     -9.47171247,     -0.26934308,     21.38400557,     -7.62676709,     -0.26934308,     21.38400557,     -7.62676709,     -2.23515825,     20.58749466,     -9.47171247,     -2.23515825,     24.49615927,    -11.15918467,     -0.26934308,     25.29267019,     -9.31423929,     -0.26934308,     25.29267019,     -9.31423929,     -2.23515825,     24.49615927,    -11.15918467,     -2.23515825
     9,     20.22203326,    -10.29352562,     -0.38872586,     20.78117297,     -8.36334017,     -0.38872586,     20.78117297,     -8.36334017,     -2.35454103,     20.22203326,    -10.29352562,     -2.35454103,     24.31128580,    -11.47810789,     -0.38872586,     24.87042551,     -9.54792244,     -0.38872586,     24.87042551,     -9.54792244,     -2.35454103,     24.31128580,    -11.47810789,     -2.35454103,     20.21837934,     -9.77872379,     -0.26973584,     21.04040075,     -7.94500246,     -0.26973584,     21.04040075,     -7.94500246,     -2.23555101,     20.21837934,     -9.77872379,     -2.23555101,     24.10326490,    -11.52024201,     -0.26973584,     24.92528631,     -9.68652069,     -0.26973584,     24.92528631,     -9.68652069,     -2.23555101,     24.10326490,    -11.52024201,     -2.23555101
    10,     19.80397057,    -10.43345868,     -0.43045918,     20.54578050,     -8.56584761,     -0.43045918,     20.54578050,     -8.56584761,     -2.39627435,     19.80397057,    -10.43345868,     -2.39627435,     23.76065428,    -12.00504245,     -0.43045918,     24.50246421,    -10.13743138,     -0.43045918,     24.50246421,    -10.13743138,     -2.39627435,     23.76065428,    -12.00504245,     -2.39627435,     19.96051343,    -10.03087382,     -0.26918450,     20.80383831,     -8.20685182,     -0.26918450,     20.80383831,     -8.20685182,     -2.23499967,     19.96051343,    -10.03087382,     -2.23499967,     23.82485018,    -11.81752514,     -0.26918450,     24.66817506,     -9.99350315,     -0.26918450,     24.66817506,     -9.99350315,     -2.23499967,     23.82485018,    -11.81752514,     -2.23499967
    11,     19.56283863,    -10.68483414,     -0.37689724,     20.34252396,     -8.83271539,     -0.37689724,     20.34252396,     -8.83271539,     -2.34271241,     19.56283863,    -10.68483414,     -2.34271241,     23.48670062,    -12.33665998,     -0.37689724,     24.26638595,    -10.48454122,     -0.37689724,     24.26638595,    -10.48454122,     -2.34271241,     23.48670062,    -12.33665998,     -2.34271241,     19.61436554,    -10.37293261,     -0.25321596,     20.42059416,     -8.53221305,     -0.25321596,     20.42059416,     -8.53221305,     -2.21903113,     19.61436554,    -10.37293261,     -2.21903113,     23.51407743,    -12.08099254,     -0.25321596,     24.32030605,    -10.24027297,     -0.25321596,     24.32030605,    -10.24027297,     -2.21903113,     23.51407743,    -12.08099254,     -2.21903113
    12,     19.11631226,    -11.01998209,     -0.39153417,     19.88636419,     -9.16383740,     -0.39153417,     19.88636419,     -9.16383740,     -2.35734934,     19.11631226,    -11.01998209,     -2.35734934,     23.04870352,    -12.65139881,     -0.39153417,     23.81875545,    -10.79525412,     -0.39153417,     23.81875545,    -10.79525412,     -2.35734934,     23.04870352,    -12.65139881,     -2.35734934,     19.31551432,    -10.67262360,     -0.20889655,     20.13157644,     -8.83624245,     -0.20889655,     20.13157644,     -8.83624245,     -2.17471171,     19.31551432,    -10.67262360,     -2.17471171,     23.20603492,    -12.40151659,     -0.20889655,     24.02209704,    -10.56513545,     -0.20889655,     24.02209704,    -10.56513545,     -2.17471171,     23.20603492,    -12.40151659,     -2.17471171
    13,     18.83406832,    -11.22545987,     -0.39143387,     19.71699324,     -9.42027382,     -0.39143387,     19.71699324,     -9.42027382,     -2.35724904,     18.83406832,    -11.22545987,     -2.35724904,     22.65849960,    -13.09600707,     -0.39143387,     23.54142453,    -11.29082103,     -0.39143387,     23.54142453,    -11.29082103,     -2.35724904,     22.65849960,    -13.09600707,     -2.35724904,     18.94813271,    -10.97033243,     -0.18371680,     19.79114260,     -9.14616484,     -0.18371680,     19.79114260,     -9.14616484,     -2.14953197,     18.94813271,    -10.97033243,     -2.14953197,     22.81277792,    -12.75631644,     -0.18371680,     23.65578781,    -10.93214884,     -0.18371680,     23.65578781,    -10.93214884,     -2.14953197,     22.81277792,    -12.75631644,     -2.14953197
    14,     18.49811952,    -11.43715041,     -0.32499214,     19.48585057,     -9.68711028,     -0.32499214,     19.48585057,     -9.68711028,     -2.29080731,     18.49811952,    -11.43715041,     -2.29080731,     22.20571977,    -13.52973778,     -0.32499214,     23.19345082,    -11.77969765,     -0.32499214,     23.19345082,    -11.77969765,     -2.29080731,     22.20571977,    -13.52973778,     -2.29080731,     18.72349862,    -11.29255578,     -0.12913408,     19.59208178,     -9.48042544,     -0.12913408,     19.59208178,     -9.48042544,     -2.09494925,     18.72349862,    -11.29255578,     -2.09494925,     22.56264197,    -13.13271879,     -0.12913408,     23.43122512,    -11.32058845,     -0.12913408,     23.43122512,    -11.32058845,     -2.09494925,     22.56264197,    -13.13271879,     -2.09494925
    15,     18.22256904,    -11.69691893,     -0.36787570,     19.23515545,     -9.96114191,     -0.36787570,     19.23515545,     -9.96114191,     -2.33369086,     18.22256904,    -11.69691893,     -2.33369086,     21.89995174,    -13.84216437,     -0.36787570,     22.91253814,    -12.10638735,     -0.36787570,     22.91253814,    -12.10638735,     -2.33369086,     21.89995174,    -13.84216437,     -2.33369086,     18.40154422,    -11.51904070,     -0.05851551,     19.29648300,     -9.71978038,     -0.05851551,     19.29648300,     -9.71978038,     -2.02433067,     18.40154422,    -11.51904070,     -2.02433067,     22.21342137,    -13.41504020,     -0.05851551,     23.10836015,    -11.61577988,     -0.05851551,     23.10836015,    -11.61577988,     -2.02433067,     22.21342137,    -13.41504020,     -2.02433067
    16,     17.73775626,    -11.91367097,     -0.36684481,     18.82213540,    -10.22181549,     -0.36684481,     18.82213540,    -10.22181549,     -2.33265998,     17.73775626,    -11.91367097,     -2.33265998,     21.32208768,    -14.21101506,     -0.36684481,     22.40646681,    -12.51915957,     -0.36684481,     22.40646681,    -12.51915957,     -2.33265998,     21.32208768,    -14.21101506,     -2.33265998,     17.99179772,    -11.85104429,      0.04477874,     18.91634674,    -10.06681835,      0.04477874,     18.91634674,    -10.06681835,     -1.92103643,     17.99179772,    -11.85104429,     -1.92103643,     21.77182333,    -13.80977547,      0.04477874,     22.69637235,    -12.02554953,      0.04477874,     22.69637235,    -12.02554953,     -1.92103643,     21.77182333,    -13.80977547,     -1.92103643
    17,     17.58742415,    -12.17441397,     -0.33717165,     18.71193341,    -10.50896147,     -0.33717165,     18.71193341,    -10.50896147,     -2.30298681,     17.58742415,    -12.17441397,     -2.30298681,     21.11581872,    -14.55677693,     -0.33717165,     22.24032797,    -12.89132443,     -0.33717165,     22.24032797,    -12.89132443,     -2.30298681,     21.11581872,    -14.55677693,     -2.30298681,     17.61561690,    -12.06216937,      0.12822088,     18.56009074,    -10.28841001,      0.12822088,     18.56009074,    -10.28841001,     -1.83759429,     17.61561690,    -12.06216937,     -1.83759429,     21.37346823,    -14.06311288,      0.12822088,     22.31794207,    -12.28935352,      0.12822088,     22.31794207,    -12.28935352,     -1.83759429,     21.37346823,    -14.06311288,     -1.83759429
   166,     48.66209858,      8.34541376,     -1.43522626,     48.86805724,      6.43780464,     -1.43522626,     48.86805724,      6.43780464,     -3.00738433,     48.66209858,      8.34541376,     -3.00738433,     44.97425859,      7.94724908,     -1.43522626,     45.18021725,      6.03963996,     -1.43522626,     45.18021725,      6.03963996,     -3.00738433,     44.97425859,      7.94724908,     -3.00738433,     48.66209858,      8.34541376,     -1.43522626,     48.86805724,      6.43780464,     -1.43522626,     48.86805724,      6.43780464,     -3.00738433,     48.66209858,      8.34541376,     -3.00738433,     44.97425859,      7.94724908,     -1.43522626,     45.18021725,      6.03963996,     -1.43522626,     45.18021725,      6.03963996,     -3.00738433,     44.97425859,      7.94724908,     -3.00738433
