    -2.30870104,      1.02079713,     -1.95424511,      1.18182538,      1.18137741,      0.86374617
    -2.39946866,      1.00472498,     -2.24826518,      0.94148446,      1.06725335,      1.06717098
    -2.50325084,      1.07603085,     -2.89922078,      0.18648713,      0.86342198,      5.76999998
    -4.42140293,     -0.75519359,     -4.18651162,     -0.89971948,      1.05610669,      0.83936566
    -3.05773020,     -0.50879174,     -2.96530944,     -1.35200917,      1.03116739,      0.37632269
    -0.16210622,     -0.02281419,     -0.29851301,     -0.44420201,      0.54304576,      0.05135995
    -2.18621612,     -0.34804091,     -1.89075417,      0.65836001,      1.15626669,     -0.52864832
    -2.55229163,     -0.50170666,     -2.43754901,      0.22668992,      1.04707289,     -2.21318460
    -3.60166693,     -0.83517385,     -3.32604515,     -0.41111406,      1.08286774,      2.03148937
    -4.31338263,     -1.46240127,     -4.55316594,     -0.03988378,      0.94733697,     36.66656494
    -3.23169780,     -1.88392663,     -4.67371399,      0.00556284,      0.69146246,   -338.66299438
    -4.80997944,     -0.96666050,     -4.46058854,      0.00650469,      1.07832837,   -148.60981750
    -4.66933155,     -1.30212653,     -4.51476068,     -0.09414271,      1.03423679,     13.83141136
    -3.85652900,     -1.93383563,     -4.61577613,     -0.18294467,      0.83551043,     10.57060432
    -0.82847112,      0.30627114,     -0.01661454,      2.23626321,     49.86421967,      0.13695666
    -0.05677800,      0.08683883,     -0.01171278,      3.48872312,      4.84752703,      0.02489130
     1.86184919,      0.81066591,      0.00942072,      4.10542799,    197.63352966,      0.19746196
    -2.52658558,      0.62640017,     -3.15916822,     -8.87523388,      0.79976290,     -0.07057844
    -2.14436507,      0.54304606,     -1.89978664,     -0.06000205,      1.12874007,     -9.05045795
    -1.93052936,      0.56643206,     -2.08004920,     -0.07126317,      0.92811710,     -7.94845438
    -1.87101853,      0.58836246,     -2.21204331,      0.00260422,      0.84583271,    225.92616272
    -3.69519281,     -0.80965924,     -3.55167030,      0.11687655,      1.04040992,     -6.92747355
    -3.43371010,     -1.07157815,     -3.52784540,      0.06195966,      0.97331649,    -17.29477119
    -2.78592157,     -1.36697137,     -3.63729199,     -0.05885253,      0.76593292,     23.22706223
    -3.64100242,     -0.78252947,     -3.29619922,     -0.39650545,      1.10460627,      1.97356546
    -3.48303008,     -0.94304734,     -3.40353727,     -0.21686511,      1.02335596,      4.34854317
    -3.01888800,     -1.24224710,     -3.59966330,     -0.07648790,      0.83865839,     16.24109268
    -3.38831544,     -0.93975890,     -3.43710291,      0.21243613,      0.98580563,     -4.42372465
    -3.24459529,     -1.11400712,     -3.33505845,     -0.35316644,      0.97287512,      3.15434051
    -2.72830558,     -1.37690318,     -3.36324726,     -0.17461516,      0.81121171,      7.88535881
    -3.89765215,     -0.68052876,     -3.51977403,     -0.03878349,      1.10735857,     17.54686737
    -3.80782580,     -0.95372260,     -3.78519019,     -0.14447651,      1.00598001,      6.60122871
    -3.01641536,     -1.34168112,     -3.95134170,      0.08629689,      0.76339018,    -15.54727077
    -2.86711383,     -1.62693286,     -2.01992650,     -2.52406921,      1.41941488,      0.64456743
    -2.48629856,     -1.58034647,     -2.94452623,     -0.73464169,      0.84437978,      2.15118003
    -3.63817120,     -0.36783341,     -3.78200940,     -0.21216036,      0.96196783,      1.73375177
    -4.14938688,     -0.67640197,     -3.87425977,      0.34641696,      1.07101417,     -1.95256603
    -3.77633762,     -1.14559114,     -3.93234966,      0.20392796,      0.96032602,     -5.61762619
    -2.89246607,     -1.40763760,     -3.84502755,     -0.05400494,      0.75226146,     26.06498146
    -4.12118769,     -0.90343416,     -3.90809173,     -0.13559190,      1.05452681,      6.66289186
    -3.70157576,     -1.32478166,     -3.95918997,      0.00408936,      0.93493259,   -323.95852661
    -4.00770044,     -1.28839695,     -4.06925793,     -0.01158606,      0.98487258,    111.20231628
    -3.02811384,     -1.64326000,     -4.19016162,     -0.11312735,      0.72267228,     14.52575302
    -4.50826836,     -0.92149186,     -4.15913057,     -0.08655353,      1.08394492,     10.64649677
    -4.22299480,     -1.40410042,     -4.27828894,     -0.09633316,      0.98707563,     14.57546234
    -3.07984805,     -1.70250499,     -4.32341881,     -0.08451676,      0.71236408,     20.14399147
    -4.69800615,     -0.54172707,     -4.24618780,     -0.15369713,      1.10640574,      3.52464008
    -4.75368786,     -0.72332931,     -4.28421521,     -0.15539548,      1.10958183,      4.65476418
    -4.48271894,     -1.07187557,     -4.35146508,     -0.08733951,      1.03016305,     12.27251625
    -2.94641542,     -0.44879681,     -4.11706330,     -0.13862551,      0.71565944,      3.23747659
    -3.55122423,     -0.86246979,     -3.43150968,     -0.02941825,      1.03488684,     29.31750488
    -2.85130334,     -1.14539468,     -3.12541748,     -0.05905006,      0.91229522,     19.39701080
    -2.35615396,     -1.21503043,     -3.61394143,     -0.05428250,      0.65196240,     22.38346481
    -3.69007254,     -0.50237352,     -3.26561593,     -0.19053952,      1.12997746,      2.63658428
    -3.78128505,     -0.69987816,     -3.44064786,     -0.04221270,      1.09900379,     16.57979965
    -3.40484262,     -1.16110051,     -3.67418946,      0.12057904,      0.92669219,     -9.62937260
    -2.92569470,     -1.37650311,     -4.05864717,      0.07061211,      0.72085464,    -19.49386978
    -4.36601543,     -0.57781613,     -4.01526366,      0.08353723,      1.08735466,     -6.91686916
    -4.36302567,     -0.93980151,     -4.27732936,      0.08800612,      1.02003503,    -10.67882061
    -3.87975550,     -1.30984163,     -4.11475596,     -0.10158501,      0.94288838,     12.89404488
    -2.84889698,     -1.49076021,     -3.86478660,     -0.03130478,      0.73714215,     47.62085342
    -4.00720739,     -0.39378220,     -4.03492542,      0.20153237,      0.99313045,     -1.95394003
    -4.13091564,     -0.64043510,     -3.82520309,      0.28673816,      1.07992065,     -2.23351884
    -4.09188032,     -1.02861071,     -4.03296265,      0.09149561,      1.01460898,    -11.24218750
    -3.45386314,     -1.48328745,     -4.05864350,      0.05339740,      0.85098958,    -27.77827263
    -3.69852757,     -0.59374040,     -3.48298303,     -0.11879620,      1.06188500,      4.99797487
    -3.45740938,     -0.67826962,     -3.47080384,     -0.03426598,      0.99614084,     19.79425812
    -3.06818318,     -1.05435944,     -3.37833657,     -0.00766769,      0.90819341,    137.50680542
    -2.43873954,     -1.20791924,     -3.40776927,     -0.06352052,      0.71564108,     19.01620483
    -2.42110133,     -1.31240296,     -3.52774883,      0.00552639,      0.68630213,   -237.47918701
    -4.30737066,     -0.82431322,     -4.14481825,     -0.14168970,      1.03921819,      5.81773567
